OBJECTID,PARK_ID,NAME,NAME_FR,ADDRESS,ADDRESS_FR,PARK_TYPE,PARK_TYPE_FR,DOG_DESIGNATION,DOG_DESIGNATION_FR,WATERBODY_ACCESS,WARD,WARD_NAME,WARD_NAME_FR,PARK_DEDICATION_STATUS,ACCESSIBLE,OPEN,LATITUDE,LONGITUDE,SAP_FLOC,MODIFIED_DATE,CREATED_DATE,DOG_DESIGNATION_DETAILS,DOG_DESIGNATION_DETAILS_FR,Shape_Length,Shape_Area,SAP_ID,PARK_CATEGORY,PARK_CATEGORY_FR
336,1597,Open Space,Espace ouvert,"95 Chats Road, West Carleton","95, chemin Chats, West Carleton",Passive Recreation,Loisirs passifs,4,4,no/non,5,West Carleton-March,West Carleton-March,5,no/non,,45.46469376,-76.21161478,R-PKS-003-0187,1668472238000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,565.5187427848522,8077.530600284999,187,Greenspace,Espace vert
337,2042,Recreational Trail,Sentier récréatif,"2951 Cedarview Road, Nepean","2951, chemin Cedarview, Nepean",Passive Recreation,Loisirs passifs,4,4,no/non,3,Barrhaven West,Barrhaven-Ouest,7,no/non,,45.26864398,-75.77369762,R-PKS-003-0171,1668471316000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1476.507188193223,6843.528646635001,171,Greenspace,Espace vert
338,1644,Recreational Trail,Sentier récréatif,"1550 Johnston Road, Ottawa","1550, chemin Johnston, Ottawa",Active Recreation,Loisirs dynamiques,0,0,yes/oui,10,Gloucester-Southgate,Gloucester-Southgate,7,no/non,,45.36553411,-75.64218853,R-PKS-010-0475,1668472247000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,3302.2111575586723,77725.13794961,475,Greenspace,Espace vert
339,1802,Woodlot,Terrain boisé,"131 Highview Drive, West Carleton","131, promenade Highview, West Carleton",Passive Recreation,Loisirs passifs,4,4,no/non,5,West Carleton-March,West Carleton-March,11,no/non,,45.49615313,-76.10836196,R-PKS-008-0429,1668472085000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,953.9657272489435,10813.94363037,429,Greenspace,Espace vert
340,2183,Abbott-Iber Woodlot,Terrain boisé Abbott-Iber,"5401 Abbott Street East, Goulbourn","5401, rue Abbott Est, Goulbourn",Passive Recreation,Loisirs passifs,4,4,yes/oui,6,Stittsville,Stittsville,9,no/non,,45.27217662,-75.90156389,R-PKS-001-0003,1668471352000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,837.8704041680144,13243.12922247,3,Greenspace,Espace vert
341,2293,Recreational Trail (Hydro Corridor),Sentier récréatif (couloir de transport d'électricité),"8 Dartmoor Drive, Kanata","8, promenade Dartmoor, Kanata",Passive Recreation,Loisirs passifs,4,4,no/non,23,Kanata South,Kanata-Sud,4,no/non,,45.29803298,-75.86761732,R-PKS-004-0240,1668471621000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,275.9316964167451,1736.01096959,240,Greenspace,Espace vert
342,1727,Recreational Trail (Hydro Corridor),Sentier récréatif (couloir de transport d'électricité),"1880 Portobello Boulevard, Cumberland","1880, boulevard Portobello, Cumberland",Passive Recreation,Loisirs passifs,4,4,no/non,1,Orléans East-Cumberland,Orléans-Est-Cumberland,4,no/non,,45.47110939,-75.46663957,R-PKS-015-1078,1668470732000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,7462.411879212201,142930.037685985,1078,Greenspace,Espace vert
343,2411,Recreational Trail,Sentier récréatif,"6330 Fernbank Road, Goulbourn","6330, chemin Fernbank, Goulbourn",Passive Recreation,Loisirs passifs,4,4,no/non,6,Stittsville,Stittsville,7,no/non,,45.24440675,-75.91631452,R-PKS-006-0311,1668471435000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1678.6738667671452,37936.106553865,311,Greenspace,Espace vert
344,323,Evergreen Park,Parc Evergreen,"906 Denison Crescent, Ottawa","906, croissant Denison, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,7,Bay,Baie,0,no/non,,45.37298019,-75.75367416,R-PKS-005-0295,1668471726000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,276.81417388668,2177.141945815,295,Urban Parkette,Miniparc urbain
345,2350,Open Space,Espace ouvert,"1005 Galaxie Avenue, Cumberland","1005, avenue Galaxie, Cumberland",Passive Recreation,Loisirs passifs,4,4,yes/oui,19,Orléans South-Navan,Orléans-Sud-Navan,5,no/non,,45.42051845,-75.43651078,,1668470841000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1387.7199036184818,17653.239292555,,Greenspace,Espace vert
346,461,Routhier Community Centre,Centre communautaire Routhier,"172 Guigues Avenue, Ottawa","172, avenue Guigues, Ottawa",Active Recreation,Loisirs dynamiques,4,4,no/non,12,Rideau-Vanier,Rideau-Vanier,0,no/non,,45.432055,-75.69150395,R-PKS-018-0833,1668470822000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,377.6834430316277,3349.23723528,833,Community Park,Parc communautaire
347,519,Iona Park,Parc Iona,"223 Iona Street, Ottawa","223, rue Iona, Ottawa",Active Recreation,Loisirs dynamiques,3,3,no/non,15,Kitchissippi,Kitchissippi,0,no/non,,45.39229288,-75.74240256,R-PKS-009-0453,1668471637000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,636.2800910515851,7023.81303578,453,Parkette,Miniparc
348,1022,Kilreen Park,Parc Kilreen,"1250 Southwood Drive, Ottawa","1250, promenade Southwood, Ottawa",Active Recreation,Loisirs dynamiques,2,2,no/non,8,College,Collège,0,no/non,,45.34664761,-75.78370784,R-PKS-011-0496,1668470733000,,Dogs allowed north of tennis courts.  Dogs on leash the balance of the park.,Chiens permis au nord des terrains de tennis. Chiens en laisse dans le reste du parc.,1544.7598649810516,22002.216952144998,496,Neighbourhood Park,Parc de quartier
349,855,Qualicum Park,Parc Qualicum,"26 Qualicum Street, Nepean","26, rue Qualicum, Nepean",Passive Recreation,Loisirs dynamiques,1,1,no/non,8,College,Collège,0,no/non,,45.33709769,-75.79921831,R-PKS-017-0761,1668470939000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,521.009439520194,5096.18434577,761,Parkette,Miniparc
350,157,Byron Linear Tramway Park,Parc du tramway linéaire Byron,"579 Byron Avenue, Ottawa","579, avenue Byron, Ottawa",Active Recreation,Loisirs dynamiques,1,1,no/non,7,Bay,Baie,0,no/non,,45.38317087,-75.76457165,R-PKS-002-0137,1668471354000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,14956.976242280858,115277.38586551501,137,Linear Park,Parc linéaire
351,1010,Annie Pootoogook Park,Parc Annie-Pootoogook,"250 Somerset Street, Ottawa","250, rue Somerset, Ottawa",Active Recreation,Loisirs dynamiques,2,2,no/non,12,Rideau-Vanier,Rideau-Vanier,0,no/non,,45.42226484,-75.6772049,R-PKS-019-0848,1668470994000,,No dogs south 1/3. Dogs allowed north 2/3.,Chiens interdits dans le tiers sud. Chiens permis dans les deux tiers nord.,727.7777838482485,13511.752747665,848,Community Park,Parc communautaire
352,778,Orlando Park,Parc Orlando,"2347 Orlando Avenue, Ottawa","2347, avenue Orlando, Ottawa",Active Recreation,Loisirs dynamiques,3,3,no/non,18,Alta Vista,Alta Vista,0,no/non,,45.38133091,-75.65740242,R-PKS-015-0688,1668471367000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,716.2004464777847,14318.08803826,688,Neighbourhood Park,Parc de quartier
353,23,Dale Park,Parc Dale,"1590 Alta Vista Drive, Ottawa","1590, promenade Alta Vista,  Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,18,Alta Vista,Alta Vista,0,no/non,,45.40909251,-75.65969524,R-PKS-004-0235,1668472313000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1725.1370737033105,28557.624147885,235,Neighbourhood Park,Parc de quartier
354,234,General Burns Park,Parc du Général-Burns,"107 Chesterton Drive, Nepean","107, promenade Chesterton, Nepean",Active Recreation,Loisirs dynamiques,1,1,no/non,9,Knoxdale-Merivale,Knoxdale-Merivale,0,no/non,,45.35231812,-75.72028873,R-PKS-007-0346,1668471796000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens doivent toujours être sous le contrôle de leur maître.,1434.9816137709183,50162.74477107,346,Community Park,Parc communautaire
355,1169,Ottawa West Community Support,Soutien communautaire d'Ottawa-Ouest,1137 Wellington Street West,"1137, rue Wellington Ouest",Active Recreation,Loisirs dynamiques,4,4,no/non,15,Kitchissippi,Kitchissippi,0,no/non,,45.40208842,-75.72696007,R-PKS-015-0697,1668471918000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,183.95765669488918,913.2855533449999,697,Community Park,Parc communautaire
