APPLICATION_NUMBER,APPLICATION_DATE,APPLICATION_TYPE,STATUS,STATUS_DATE,ADDRESS,WARD,LATITUDE,LONGITUDE,IS_ACTIVE,IS_APPROVED
D02-02-25-0013           ,2025-02-21,Zoning By-law Amendment  ,By-law Passed - In Appeal Period,2025-12-22,85 SWEETLAND,Ward 12                            ,45.424167999999995,-75.677702,1,0
D02-02-25-0013           ,2025-02-21,Zoning By-law Amendment  ,By-law Passed - In Appeal Period,2025-12-22,89 SWEETLAND,Ward 12                            ,45.424062,-75.677613,1,0
D07-12-25-0019           ,2025-02-24,Site Plan Control        ,Application File Pending,2025-05-09,1660 MERIVALE,Ward 8                             ,45.343191,-75.72966,1,0
D07-16-24-0026           ,2024-11-01,Plan of Subdivision      ,Comment Period has Ended/Issue Resolution,2025-04-28,813 ALBERT,Ward 14                            ,45.411156999999996,-75.717552,1,0
D07-16-24-0026           ,2024-11-01,Plan of Subdivision      ,Comment Period has Ended/Issue Resolution,2025-04-28,813 ALBERT,Ward 14                            ,45.41169,-75.720635,1,0
D07-16-24-0026           ,2024-11-01,Plan of Subdivision      ,Comment Period has Ended/Issue Resolution,2025-04-28,2 WELLINGTON,Ward 14                            ,45.415746,-75.718273,1,0
D07-12-24-0139           ,2024-10-30,Site Plan Control        ,Notice of Decision Sent,2024-11-26,99 BILL LEATHEM,Ward 24                            ,45.298856,-75.712391,0,1
D07-12-24-0139           ,2024-10-30,Site Plan Control        ,Notice of Decision Sent,2024-11-26,2 LEIKIN,Ward 24                            ,45.299392999999995,-75.712552,0,1
D07-12-24-0139           ,2024-10-30,Site Plan Control        ,Notice of Decision Sent,2024-11-26,20 LEIKIN,Ward 24                            ,45.298933999999996,-75.709333,0,1
D02-02-24-0007           ,2024-04-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-07,10 EMPRESS,Ward 14                            ,45.413064,-75.710652,0,1
D02-02-24-0007           ,2024-04-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-07,14 EMPRESS,Ward 14                            ,45.413064,-75.710652,0,1
D02-02-24-0007           ,2024-04-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-07,16 EMPRESS,Ward 14                            ,45.413064,-75.710652,0,1
D02-02-24-0007           ,2024-04-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-07,19 EMPRESS,Ward 14                            ,45.413179,-75.71000000000001,0,1
D02-02-24-0007           ,2024-04-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-07,20 EMPRESS,Ward 14                            ,45.413064,-75.710652,0,1
D02-02-24-0009           ,2024-04-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-06-24,451 SMYTH,Ward 18                            ,45.401697999999996,-75.64694999999999,0,1
D02-02-24-0010           ,2024-04-18,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-06,2824 GOODSTOWN,Ward 21                            ,45.155837,-75.808116,0,1
D02-02-24-0010           ,2024-04-18,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-08-06,2838 GOODSTOWN,Ward 21                            ,45.155837,-75.808116,0,1
D07-16-24-0011           ,2024-04-19,Plan of Subdivision      ,Draft Approved,2025-05-30,3305 BORRISOKANE,Ward 3                             ,45.256493,-75.756644,0,1
D09-04-24-0003           ,2024-02-15,Ontario Heritage Act     ,Heritage Permit Issued,2024-05-01,315 CHAPEL,Ward 12                            ,45.427281,-75.677526,0,1
D01-01-24-0006           ,2024-02-20,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2025-04-29,1104 HALTON,Ward 4                             ,45.356846,-75.93818399999999,0,1
D07-12-25-0131           ,2025-09-26,Site Plan Control        ,Initial Review Comments Sent,2025-11-21,620 TRIANGLE,Ward 6                             ,45.283881,-75.89577299999999,0,0
D02-02-25-0071           ,2025-10-03,Zoning By-law Amendment  ,Comment Period in Progress,2025-11-14,1201 OLD MONTREAL,Ward 1                             ,45.495951999999996,-75.467339,1,0
D02-02-25-0072           ,2025-10-03,Zoning By-law Amendment  ,By-law Passed - In Appeal Period,2025-12-05,1526 CARSONBY,Ward 21                            ,45.187182,-75.68357999999999,1,0
D02-02-25-0073           ,2025-10-06,Zoning By-law Amendment  ,Comment Period in Progress,2025-10-31,258 DUROCHER,Ward 12                            ,45.435556,-75.666052,1,0
D02-02-25-0038           ,2025-06-02,Zoning By-law Amendment  ,Community Heads Up - supporting documents to be posted later during circulation period,2025-12-18,1015 TWEDDLE,Ward 1                             ,45.498625999999994,-75.482871,0,0
D07-12-25-0073           ,2025-06-02,Site Plan Control        ,Community Heads Up - supporting documents to be posted later during circulation period,2025-12-18,1015 TWEDDLE,Ward 1                             ,45.498625999999994,-75.482871,0,0
D07-12-25-0076           ,2025-06-05,Site Plan Control        ,Notice of Decision Sent,2025-07-14,346 QUEEN MARY,Ward 13                            ,45.425135999999995,-75.650283,0,1
D07-12-25-0076           ,2025-06-05,Site Plan Control        ,Notice of Decision Sent,2025-07-14,348 QUEEN MARY,Ward 13                            ,45.425146,-75.650157,0,1
D01-01-25-0015           ,2025-06-13,Official Plan Amendment  ,Comment Period has Ended/Issue Resolution,2025-12-04,1700 RICHARDSON SIDE,Ward 5                             ,45.308727,-75.940439,1,0
D07-04-25-0007           ,2025-06-16,Plan of Condominium      ,Draft Approved,2025-09-15,585 BOBOLINK,Ward 6                             ,45.270668,-75.89347599999999,0,1
D02-02-24-0038           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-04-28,50 BAYSWATER,Ward 15                            ,45.405958,-75.72070699999999,0,1
D02-02-24-0040           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-11-14,375 MARCH VALLEY,Ward 4                             ,45.357718,-75.91399299999999,0,1
D02-02-24-0039           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-06-30,4401 FALLOWFIELD,Ward 3                             ,45.272731,-75.792621,0,1
D07-12-24-0085           ,2024-08-09,Site Plan Control        ,Notice of Decision Sent,2025-07-07,1620 LAPERRIERE,Ward 16                            ,45.375526,-75.74671099999999,0,1
D02-02-24-0041           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-27,1066 SILVER,Ward 16                            ,45.377241999999995,-75.729051,0,1
D02-02-24-0041           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-27,1295 SUMMERVILLE,Ward 16                            ,45.377083999999996,-75.729652,0,1
D02-02-24-0041           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-27,1058 SILVER,Ward 16                            ,45.377497999999996,-75.729276,0,1
D02-02-24-0041           ,2024-08-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-27,1062 SILVER,Ward 16                            ,45.377382,-75.729174,0,1
D07-12-24-0087           ,2024-08-14,Site Plan Control        ,Request for Agreement Received,2025-02-24,119 RYAN REYNOLDS,Ward 19                            ,45.444085,-75.496841,1,0
D07-16-24-0020           ,2024-08-13,Plan of Subdivision      ,Application File Pending,2025-07-28,5993 FLEWELLYN,Ward 21                            ,45.247195999999995,-75.892979,1,0
D07-16-24-0020           ,2024-08-13,Plan of Subdivision      ,Application File Pending,2025-07-28,6070 FERNBANK,Ward 21                            ,45.246601,-75.897342,1,0
D07-12-25-0084           ,2025-06-17,Site Plan Control        ,Application File Pending,2025-09-15,4829 ABBOTT,Ward 6                             ,45.283794,-75.888751,1,0
D07-16-25-0008           ,2025-06-17,Plan of Subdivision      ,Draft Approval Revised/Extended,2025-08-12,3454 GREENBANK,Ward 3                             ,45.251588999999996,-75.754137,0,0
D07-12-24-0126           ,2024-10-11,Site Plan Control        ,Notice of Decision Sent,2025-07-23,135 OSHEDINAA,Ward 13                            ,45.454647,-75.63803899999999,0,1
D02-02-24-0059           ,2024-10-11,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-01-06,3135 CARRYS SIDE,Ward 5                             ,45.381516,-76.181164,0,1
D02-02-24-0059           ,2024-10-11,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-01-06,3179 CARRYS SIDE,Ward 5                             ,45.381516,-76.181164,0,1
D02-02-24-0057           ,2024-10-08,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-14,611 PARKVIEW,Ward 15                            ,45.387957,-75.739683,0,1
D02-02-24-0057           ,2024-10-08,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-05-14,613 PARKVIEW,Ward 15                            ,45.387957,-75.739683,0,1
D07-12-24-0122           ,2024-10-09,Site Plan Control        ,OMB Package Sent,2025-07-22,1015 DAIRY,Ward 1                             ,45.493649999999995,-75.473717,0,0
D07-12-24-0122           ,2024-10-09,Site Plan Control        ,OMB Package Sent,2025-07-22,1045 DAIRY,Ward 1                             ,45.492447999999996,-75.473372,0,0
D07-12-24-0121           ,2024-10-09,Site Plan Control        ,Request for Agreement Received,2025-04-22,401 SMYTH,Ward 18                            ,45.401444,-75.651395,1,0
D07-12-24-0101           ,2024-09-03,Site Plan Control        ,Application Reactivated,2025-10-22,193 NORICE,Ward 8                             ,45.339824,-75.753795,1,0
D07-16-24-0020           ,2024-08-13,Plan of Subdivision      ,Application File Pending,2025-07-28,1820 SHEA,Ward 21                            ,45.248796,-75.88986899999999,1,0
D07-16-24-0020           ,2024-08-13,Plan of Subdivision      ,Application File Pending,2025-07-28,6141 FLEWELLYN,Ward 21                            ,45.241713999999995,-75.896818,1,0
D07-12-25-0045           ,2025-04-08,Site Plan Control        ,Request for Agreement Received,2025-11-12,675 BORBRIDGE,Ward 22                            ,45.263427,-75.690665,1,0
D07-12-25-0046           ,2025-04-09,Site Plan Control        ,Signed Letter of Undertaking Received,2025-10-22,250 FORESTGLADE,Ward 10                            ,45.373753,-75.60237,0,0
D02-02-25-0059           ,2025-08-19,Zoning By-law Amendment  ,Initial Review Comments Sent,2025-11-18,560 HAZELDEAN,Ward 6                             ,45.288835999999996,-75.899143,0,0
D07-16-25-0014           ,2025-08-19,Plan of Subdivision      ,Comment Period has Ended/Issue Resolution,2025-11-06,560 HAZELDEAN,Ward 6                             ,45.288835999999996,-75.899143,1,0
D09-04-25-0040           ,2025-08-21,Ontario Heritage Act     ,Report Completed,2025-08-28,208 SLATER,Ward 14                            ,45.419329,-75.699107,0,0
D02-02-25-0061           ,2025-08-22,Zoning By-law Amendment  ,Comment Period in Progress,2025-12-08,4497 O'KEEFE,Ward 3                             ,45.279641,-75.79847699999999,1,0
D07-16-25-0015           ,2025-08-22,Plan of Subdivision      ,Comment Period in Progress,2025-12-08,4497 O'KEEFE,Ward 3                             ,45.279641,-75.79847699999999,1,0
D07-16-25-0015           ,2025-08-22,Plan of Subdivision      ,Comment Period in Progress,2025-12-08,4497 O'KEEFE,Ward 3                             ,45.28771,-75.801571,1,0
D02-02-25-0062           ,2025-08-22,Zoning By-law Amendment  ,Comment Period in Progress,2025-11-06,4850 BANK,Ward 22                            ,45.304686,-75.593063,1,0
D02-02-24-0047           ,2024-09-05,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-01-07,214 SOMERSET,Ward 12                            ,45.422533,-75.678608,0,1
D01-01-24-0019           ,2024-09-05,Official Plan Amendment  ,Application File Pending,2024-12-20,891 JINKINSON,Ward 21                            ,45.231333,-75.984321,1,0
D01-01-24-0019           ,2024-09-05,Official Plan Amendment  ,Application File Pending,2024-12-20,891 JINKINSON,Ward 21                            ,45.232462999999996,-75.976165,1,0
D02-02-24-0048           ,2024-09-05,Zoning By-law Amendment  ,Application File Pending,2024-12-20,891 JINKINSON,Ward 21                            ,45.231333,-75.984321,1,0
D07-12-24-0140           ,2024-11-01,Site Plan Control        ,Receipt of Letter of Undertaking from Owner Pending,2025-11-20,425 CULDAFF,Ward 6                             ,45.289049,-75.93391199999999,0,0
D07-12-24-0142           ,2024-11-04,Site Plan Control        ,Request for Agreement Received,2025-09-22,1883 STITTSVILLE MAIN,Ward 6                             ,45.241023999999996,-75.911823,1,0
D07-12-24-0146           ,2024-11-12,Site Plan Control        ,Request for Agreement Received,2025-09-09,640 COMPASS,Ward 19                            ,45.439125,-75.51137899999999,1,0
D02-02-24-0069           ,2024-11-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-04-28,1811 RICHARDSON SIDE,Ward 5                             ,45.309435,-75.949696,0,1
D09-04-24-0070           ,2024-11-13,Ontario Heritage Act     ,Heritage Permit Issued,2024-12-11,79 GUIGUES,Ward 12                            ,45.431084999999996,-75.69501,0,1
D07-12-24-0147           ,2024-11-14,Site Plan Control        ,Signed Letter of Undertaking Received,2025-07-22,955 BORBRIDGE,Ward 22                            ,45.262865,-75.682255,0,0
D07-12-24-0147           ,2024-11-14,Site Plan Control        ,Signed Letter of Undertaking Received,2025-07-22,955 BORBRIDGE,Ward 22                            ,45.265645,-75.66927,0,0
D02-02-25-0063           ,2025-09-02,Zoning By-law Amendment  ,Comment Period in Progress,2025-12-01,6310 HAZELDEAN,Ward 6                             ,45.265958,-75.94036,1,0
D02-02-25-0063           ,2025-09-02,Zoning By-law Amendment  ,Comment Period in Progress,2025-12-01,6320 HAZELDEAN,Ward 6                             ,45.265567,-75.940781,1,0
D07-12-25-0121           ,2025-09-02,Site Plan Control        ,On Circulation; Initial Submission Review,2025-12-01,6320 HAZELDEAN,Ward 6                             ,45.265567,-75.940781,1,0
D02-02-25-0064           ,2025-09-05,Zoning By-law Amendment  ,Zoning By-law in Effect,2025-12-11,2966 CARP,Ward 5                             ,45.312914,-75.995137,0,1
D07-16-24-0009           ,2024-03-12,Plan of Subdivision      ,Draft Approval Revised/Extended,2024-07-12,2605 TENTH LINE,Ward 19                            ,45.441824,-75.474874,0,0
D07-16-24-0009           ,2024-03-12,Plan of Subdivision      ,Draft Approval Revised/Extended,2024-07-12,2450 PORTOBELLO,Ward 19                            ,45.445853,-75.46267499999999,0,0
D09-04-24-0010           ,2024-03-19,Ontario Heritage Act     ,Report in Progress,2024-04-08,210 GLADSTONE,Ward 14                            ,45.414012,-75.688531,1,0
D07-16-24-0017           ,2024-06-24,Plan of Subdivision      ,Application File Pending,2024-07-23,1770 HEATHERINGTON,Ward 10                            ,45.376092,-75.64541299999999,1,0
D02-02-24-0015           ,2024-06-05,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-21,6109 FOURTH LINE,Ward 21                            ,45.157669,-75.74381799999999,0,1
D02-02-24-0015           ,2024-06-05,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-21,6121 FOURTH LINE,Ward 21                            ,45.157669,-75.74381799999999,0,1
D09-04-24-0030           ,2024-06-07,Ontario Heritage Act     ,Heritage Permit Issued,2024-07-10,1000 EXHIBITION,Ward 17                            ,45.399013,-75.68414,0,1
